"N_subj","N_obs","cell_1","cell_2","cell_3","cell_4","alpha","beta1","beta2","beta3","run","model_grand_mean","model_beta1","model_beta3","model_beta3_se","singular","conv_error","BF_GM","BF_GM_cat","BF_ME","BF_ME_cat"
200,20,0,0,0,0.4,0.1,0.2,0.2,0.4,13,0.0845837983086849,0.198073829700152,0.408002598977114,0.199722979361521,"N","N",3.3034787792766,6,3.70132453257112,6
200,20,0,0,0,0.4,0.1,0.2,0.2,0.4,14,0.0848188270807683,0.275550095591763,0.428491436618962,0.177419037087563,"N","N",5.53452832310697,6,8.34429991576012,6
200,20,0,0,0,0.4,0.1,0.2,0.2,0.4,15,0.0571004633720169,0.147682157326453,0.37223873219682,0.18846193124247,"N","N",2.44341402235333,5,2.94140524023185,5
200,20,0,0,0,0.4,0.1,0.2,0.2,0.4,16,0.0797387057501964,0.288700317173555,0.664626671945789,0.164841796164072,"N","N",72.8211298963469,8,456.300447629936,9
200,20,0,0,0,0.4,0.1,0.2,0.2,0.4,17,0.102117646609543,0.233321962541962,0.504500616104264,0.185161324051237,"N","N",10.0610380381695,7,11.9041549294252,7
200,20,0,0,0,0.4,0.1,0.2,0.2,0.4,18,0.122385427639488,0.0935484603138987,0.284053157538856,0.174593709820733,"N","N",2.53033123764454,5,1.8428853031382,5
200,20,0,0,0,0.4,0.1,0.2,0.2,0.4,19,0.15907744908212,0.104603160957489,0.0362082336488144,0.186535351117156,"N","N",0.580295467889138,5,0.942316346469293,5
200,20,0,0,0,0.4,0.1,0.2,0.2,0.4,20,-0.0115811463039074,0.137960063917635,0.546180046112507,0.172480975028883,"N","N",1.43601854028051,5,10.8001902094753,7
200,20,0,0,0,0.5,0.125,0.25,0.25,0.5,1,0.108066386338532,0.279555080331598,0.378420050336224,0.181304880106937,"N","N",4.35603878902287,6,4.84851741962395,6
200,20,0,0,0,0.5,0.125,0.25,0.25,0.5,2,0.0974733890857661,0.12672390086155,0.958928696401144,0.171251513418768,"N","N",9177.16472111282,9,413.019113905721,9
200,20,0,0,0,0.5,0.125,0.25,0.25,0.5,3,0.121566671532939,0.328842926636496,0.147015337570925,0.18950136536286,"N","N",1.08201872228315,5,0.937976585183735,5
200,20,0,0,0,0.5,0.125,0.25,0.25,0.5,4,0.129719163385493,0.135115089914086,0.41341019925996,0.183485955272827,"N","N",6.05419152004988,6,3.57950870378227,6
200,20,0,0,0,0.5,0.125,0.25,0.25,0.5,5,0.143351389500842,0.329448595705231,0.425448862616532,0.188865804844698,"N","N",6.27235786899375,6,6.53360248271441,6
200,20,0,0,0,0.5,0.125,0.25,0.25,0.5,6,0.0984233681998898,0.233915931903622,0.566894656859799,0.199095063451082,"N","N",10.2918780955723,7,13.3730050656973,7
200,20,0,0,0,0.5,0.125,0.25,0.25,0.5,7,0.131049358584545,0.253807234694517,0.484146795745536,0.190521348556156,"N","N",9.54746416316977,6,9.285815127141,6
